transaction_id,order_id,customer_id,customer_age,gender,signup_date,last_login,country,city,latitude,longitude,channel,payment_method,currency,product_category,product_id,quantity,unit_price,discount_rate,shipping_cost,order_date,ship_date,returned,satisfaction_score,promo_code,is_vip,loyalty_points,notes,delivery_days,duplicate_flag
TXN-300363,ORD-200363,CUST-100363,46.0,Male,2024-10-12,2024-11-23 19:00:00,Kenya,Eldoret,0.52036,35.269779,In-Store,MPesa,KES,Electronics,PRD-5808,1,9995.49,0.146,0.0,2024-11-20,2024-11-29,False,5,LOYAL5,False,85,Requested gift wrap,9.0,False
TXN-300694,ORD-200694,CUST-100694,30.0,Female,2024-06-18,2025-01-20 11:00:00,Uganda,Gulu,2.7746,32.2989,In-Store,MPesa,KES,Health,PRD-3392,4,1086.67,0.452,0.0,2025-01-28,2025-02-02,False,3,LOYAL5,False,24,No special notes,5.0,False
TXN-300451,ORD-200451,CUST-100451,50.0,Male,2022-12-07,2023-06-25 15:00:00,Uganda,Kampala,0.347596,32.58252,Online,MPesa,KES,Home,PRD-6197,2,3097.48,0.363,677.08,2023-06-16,2023-06-18,False,4,WELCOME10,False,46,Delayed shipment,2.0,False
TXN-300537,ORD-200537,CUST-100537,34.0,Female,2024-10-21,2025-02-08 22:00:00,Uganda,Entebbe,0.0487,32.4435,Online,PayPal,KES,Electronics,PRD-7517,2,10444.48,0.144,564.01,2025-02-09,2025-02-13,False,5,LOYAL5,False,184,No special notes,4.0,False
TXN-300133,ORD-200133,CUST-100133,65.0,Prefer not to say,2023-06-06,2023-11-10 17:00:00,Kenya,Nakuru,-0.303099,36.080025,Online,MPesa,KES,Groceries,PRD-5866,1,258.29,0.076,1195.88,2023-11-14,,False,4,BUNDLE15,False,14,Requested gift wrap,,False
TXN-300430,ORD-200430,CUST-100430,60.0,Female,2023-12-23,2024-09-25 06:00:00,Ethiopia,Adama,8.5406,39.27,Online,MPesa,KES,Clothing,PRD-3379,1,1091.9,0.293,1206.85,2024-09-25,2024-09-30,False,4,NONE,True,20,Used promo code,5.0,False
TXN-300165,ORD-200165,CUST-100165,20.0,Female,2025-07-04,2025-08-11 08:00:00,Kenya,Mombasa,-4.043477,39.668206,Online,Credit Card,KES,Groceries,PRD-8506,2,238.28,0.064,878.23,2025-08-12,2025-08-13,False,4,LOYAL5,False,13,Used promo code,1.0,False
TXN-300525,ORD-200525,CUST-100525,48.0,Male,2022-08-10,2023-02-25 08:00:00,Kenya,Nairobi,-1.286389,36.817223,Online,MPesa,KES,Clothing,PRD-2471,3,2796.73,0.0,279.7,2023-03-04,2023-03-04,False,5,NONE,False,87,VIP customer,0.0,False
TXN-300055,ORD-200055,CUST-100055,65.0,Male,2025-06-04,2025-09-16 09:00:00,Tanzania,Arusha,-3.3869,36.6829,In-Store,MPesa,KES,Beauty,PRD-3789,3,1444.44,0.21,0.0,2025-09-22,2025-09-29,False,5,FLASH20,False,34,No special notes,7.0,False
TXN-300478,ORD-200478,CUST-100478,52.0,Female,2023-06-21,2023-07-15 20:00:00,Tanzania,Arusha,-3.3869,36.6829,Online,MPesa,KES,Health,PRD-1121,1,1204.52,0.243,359.4,2023-07-22,2023-07-24,False,4,LOYAL5,True,13,Customer called support,2.0,False
TXN-300669,ORD-200669,CUST-100669,45.0,Male,2024-06-12,2024-06-25 00:00:00,Kenya,Nakuru,-0.303099,36.080025,In-Store,PayPal,KES,Electronics,PRD-4247,1,10371.54,0.353,0.0,2024-06-20,2024-06-21,False,4,NONE,False,67,Requested gift wrap,1.0,False
TXN-300527,ORD-200527,CUST-100527,19.0,Male,2024-10-23,2025-03-08 13:00:00,Uganda,Gulu,2.7746,32.2989,Online,PayPal,KES,Clothing,PRD-4103,2,1455.35,0.459,926.02,2025-03-05,2025-03-11,False,5,WELCOME10,False,25,Used promo code,6.0,False
TXN-300429,ORD-200429,CUST-100429,29.0,Female,2023-11-29,2024-02-08 15:00:00,Ethiopia,Addis Ababa,8.9806,38.7578,In-Store,MPesa,KES,Home,PRD-4579,1,3012.43,0.085,1551.57,2024-02-02,2024-02-04,False,4,NONE,False,43,Requested gift wrap,2.0,False
TXN-300434,ORD-200434,CUST-100434,21.0,Male,2024-11-05,2025-01-29 15:00:00,Uganda,Gulu,2.7746,32.2989,In-Store,MPesa,USD,Home,PRD-6036,3,27.91,0.162,2.55,2025-01-20,2025-01-23,False,3,NONE,False,94,No special notes,3.0,False
TXN-300204,ORD-200204,CUST-100204,66.0,Prefer not to say,2022-12-25,2023-11-24 09:00:00,Kenya,Eldoret,0.52036,35.269779,Online,MPesa,KES,Clothing,PRD-6138,2,841.34,0.176,924.66,2023-12-04,2023-12-08,False,5,,False,23,VIP customer,4.0,False
TXN-300591,ORD-200591,CUST-100591,62.0,Male,2023-02-16,2023-05-25 10:00:00,Uganda,Entebbe,0.0487,32.4435,Online,MPesa,KES,Groceries,PRD-1915,1,327.4,0.239,306.53,2023-05-18,2023-05-26,False,5,NONE,True,6,Used promo code,8.0,False
TXN-300584,ORD-200584,CUST-100584,,Male,2025-05-06,2025-10-24 22:00:00,Uganda,Gulu,2.7746,32.2989,In-Store,MPesa,KES,Electronics,PRD-7745,1,5501.25,0.117,0.0,2025-10-16,2025-10-23,False,5,LOYAL5,False,49,Customer called support,7.0,False
TXN-300842,ORD-200842,CUST-100842,31.0,Female,2025-06-20,2025-09-14 20:00:00,Rwanda,Butare,-2.598,29.7396,Online,MPesa,KES,Home,PRD-4888,2,3270.18,0.27,1262.94,2025-09-09,2025-09-17,False,4,NONE,False,60,Customer called support,8.0,False
TXN-300334,ORD-200334,CUST-100334,20.0,Male,2025-04-19,2025-12-08 17:00:00,Ethiopia,Adama,8.5406,39.27,In-Store,MPesa,KES,Electronics,PRD-1810,2,21248.68,0.129,496.3,2025-12-06,2025-12-14,False,4,WELCOME10,False,375,Requested gift wrap,8.0,False
TXN-300795,ORD-200795,CUST-100795,26.0,Male,2023-08-30,2024-05-24 14:00:00,Kenya,Kisumu,-0.102206,34.761711,Online,MPesa,KES,Groceries,PRD-6461,1,255.27,0.253,383.06,2024-05-31,2024-06-10,False,4,WELCOME10,False,6,Delayed shipment,10.0,False
TXN-300060,ORD-200060,CUST-100060,24.0,Female,2023-05-11,2023-10-22 13:00:00,Uganda,Kampala,0.347596,32.58252,Online,MPesa,KES,Groceries,PRD-4995,3,202.85,0.266,934.71,2023-10-23,2023-11-01,False,5,BUNDLE15,False,14,VIP customer,9.0,False
TXN-300199,ORD-200199,CUST-100199,57.0,Female,2023-07-14,2024-05-16 20:00:00,Kenya,Kisumu,-0.102206,34.761711,In-Store,MPesa,USD,Clothing,PRD-8575,1,12.42,0.443,9.28,2024-05-24,2024-06-02,False,4,BUNDLE15,False,21,First-time buyer,9.0,False
TXN-300431,ORD-200431,CUST-100431,47.0,Male,2024-05-24,2025-01-02 01:00:00,Kenya,Eldoret,0.52036,35.269779,Online,MPesa,KES,Beauty,PRD-5264,4,1204.64,0.06,844.65,2025-01-02,2025-01-09,False,4,BUNDLE15,False,54,Customer called support,7.0,False
TXN-300613,ORD-200613,CUST-100613,30.0,Male,2024-01-07,2024-10-03 06:00:00,Uganda,Entebbe,0.0487,32.4435,In-Store,PayPal,KES,Electronics,PRD-1677,2,8431.4,0.051,0.0,2024-09-25,2024-09-25,False,5,LOYAL5,False,160,VIP customer,0.0,False
TXN-300447,ORD-200447,CUST-100447,22.0,Female,2024-01-21,2024-05-16 19:00:00,Tanzania,Arusha,-3.3869,36.6829,In-Store,MPesa,KES,Beauty,PRD-1785,4,948.98,0.5,0.0,2024-05-25,2024-05-28,False,3,WELCOME10,False,19,Delayed shipment,3.0,False
TXN-300300,ORD-200300,CUST-100300,30.0,Male,2022-03-28,2023-01-02 02:00:00,Kenya,Nakuru,-0.303099,36.080025,Online,Credit Card,KES,Groceries,PRD-2997,3,233.06,0.19,1067.13,2023-01-05,2023-01-14,False,4,WELCOME10,False,16,No special notes,9.0,False
TXN-300572,ORD-200572,CUST-100572,44.0,Female,2022-05-24,2023-04-07 16:00:00,Rwanda,Butare,-2.598,29.7396,In-Store,Cash,KES,Beauty,PRD-5527,4,899.5,0.187,506.05,2023-04-13,2023-04-21,False,4,LOYAL5,False,34,First-time buyer,8.0,False
TXN-300298,ORD-200298,CUST-100298,56.0,Male,2022-11-21,2023-09-23 21:00:00,Kenya,Kisumu,-0.102206,34.761711,Online,Credit Card,KES,Health,PRD-1955,1,367.93,0.441,402.18,2023-09-21,2023-09-29,False,5,WELCOME10,False,6,No special notes,8.0,False
TXN-300497,ORD-200497,CUST-100497,32.0,Female,2024-01-22,2024-12-31 18:00:00,Kenya,Nakuru,-0.303099,36.080025,Online,Bank Transfer,USD,Groceries,PRD-1164,2,2.16,0.348,3.34,2025-01-01,2025-01-06,False,4,NONE,False,8,No special notes,5.0,False
TXN-300567,ORD-200567,CUST-100567,29.0,Male,2025-03-08,2025-07-02 17:00:00,Uganda,Kampala,0.347596,32.58252,Online,Cash,KES,Electronics,PRD-3211,34,14540.92,0.14,1410.73,2025-07-07,2025-07-16,False,5,BUNDLE15,False,4268,First-time buyer,9.0,False
TXN-300417,ORD-200417,CUST-100417,46.0,Female,2024-06-01,2025-05-04 02:00:00,Uganda,Kampala,0.347596,32.58252,Online,MPesa,KES,Groceries,PRD-9407,1,246.69,0.06,1440.56,2025-04-30,2025-05-10,False,5,NONE,False,17,Used promo code,10.0,False
TXN-300309,ORD-200309,CUST-100309,64.0,Female,2024-07-10,2024-10-07 22:00:00,Kenya,Eldoret,0.52036,35.269779,Online,Credit Card,USD,Clothing,PRD-6307,2,23.34,0.135,9.91,2024-10-17,2024-10-25,False,4,FLASH20,False,65,Delayed shipment,8.0,False
TXN-300697,ORD-200697,CUST-100697,37.0,Female,2023-08-03,2024-06-23 13:00:00,Rwanda,Butare,-2.598,29.7396,Online,MPesa,KES,Clothing,PRD-1166,2,961.88,0.323,323.04,2024-06-26,2024-06-29,True,3,WELCOME10,False,16,Delayed shipment,3.0,False
TXN-300500,ORD-200500,CUST-100500,60.0,Male,2024-12-12,2025-01-13 01:00:00,Tanzania,Arusha,-3.3869,36.6829,Online,Bank Transfer,USD,Electronics,PRD-4860,1,153.96,0.114,8.27,2025-01-09,2025-01-12,False,2,NONE,False,188,No special notes,3.0,False
TXN-300802,ORD-200802,CUST-100802,33.0,Male,2022-01-28,2023-01-20 06:00:00,Kenya,Nairobi,-1.286389,36.817223,In-Store,Credit Card,KES,Groceries,PRD-2075,1,418.95,0.376,0.0,2023-01-15,2023-01-24,False,4,WELCOME10,False,3,Used promo code,9.0,False
TXN-300090,ORD-200090,CUST-100090,21.0,Male,2023-09-13,2024-05-15 13:00:00,Rwanda,Butare,-2.598,29.7396,Online,MPesa,KES,Electronics,PRD-6628,1,16786.84,0.297,245.88,2024-05-17,2024-05-18,False,4,NONE,False,120,VIP customer,1.0,False
TXN-300809,ORD-200809,CUST-100809,49.0,Male,2024-05-30,2025-01-22 02:00:00,Kenya,Nairobi,-1.286389,36.817223,In-Store,Credit Card,KES,Beauty,PRD-5304,2,1092.7,0.0,0.0,2025-01-24,2025-02-03,False,5,NONE,False,22,Requested gift wrap,10.0,False
TXN-300181,ORD-200181,CUST-100181,54.0,Female,2024-11-27,2025-10-21 15:00:00,Uganda,Kampala,0.347596,32.58252,In-Store,PayPal,KES,Beauty,PRD-2715,1,1361.54,0.181,0.0,2025-10-13,2025-10-17,False,5,WELCOME10,False,11,Customer called support,4.0,False
TXN-300849,ORD-200849,CUST-100849,20.0,Female,2025-07-06,2025-09-03 15:00:00,Kenya,Nakuru,-0.303099,36.080025,In-Store,MPesa,KES,Groceries,PRD-2655,1,393.19,0.214,0.0,2025-08-26,2025-08-26,True,4,NONE,False,3,Bulk purchase,0.0,False
TXN-300409,ORD-200409,CUST-100409,21.0,Female,2023-01-18,2023-06-28 16:00:00,Kenya,Kisumu,-0.102206,34.761711,In-Store,MPesa,KES,Clothing,PRD-1214,5,1905.37,0.249,1079.35,2023-06-26,2023-07-03,False,3,BUNDLE15,False,82,Bulk purchase,7.0,False
TXN-300806,ORD-200806,CUST-100806,32.0,Male,2022-09-16,2023-04-30 02:00:00,Uganda,Gulu,2.7746,32.2989,Online,MPesa,KES,Beauty,PRD-6237,2,1140.16,0.183,976.22,2023-05-10,2023-05-17,False,5,LOYAL5,False,28,Customer called support,7.0,False
TXN-300158,ORD-200158,CUST-100158,48.0,Female,2024-04-12,2025-01-23 00:00:00,Rwanda,Kigali,-1.9441,30.0619,In-Store,Credit Card,KES,Groceries,PRD-4712,1,331.88,0.094,0.0,2025-01-21,2025-01-23,False,4,NONE,False,3,Delayed shipment,2.0,False
TXN-300069,ORD-200069,CUST-100069,36.0,Female,2023-06-08,2024-05-07 23:00:00,Tanzania,Dar es Salaam,-6.7924,39.2083,In-Store,MPesa,KES,Groceries,PRD-2903,1,226.78,0.268,1385.66,2024-05-07,2024-05-14,False,4,NONE,False,16,Customer called support,7.0,False
TXN-300707,ORD-200707,CUST-100707,18.0,Male,2022-11-07,2023-04-27 20:00:00,Uganda,Kampala,0.347596,32.58252,In-Store,MPesa,KES,Electronics,PRD-4132,5,21372.01,0.303,0.0,2023-04-28,2023-05-02,False,4,LOYAL5,False,745,Delayed shipment,4.0,False
TXN-300131,ORD-200131,CUST-100131,31.0,Female,2024-06-12,2024-12-06 08:00:00,Kenya,Kisumu,-0.102206,34.761711,Online,Cash,KES,Electronics,PRD-2220,4,5663.85,0.272,308.86,2024-12-10,2024-12-10,True,2,WELCOME10,False,168,Requested gift wrap,0.0,False
TXN-300044,ORD-200044,CUST-100044,59.0,Male,2024-08-10,2025-02-23 23:00:00,Uganda,Kampala,0.347596,32.58252,Online,MPesa,KES,Beauty,PRD-5398,1,1269.57,0.204,576.8,2025-02-14,,False,4,FLASH20,False,16,VIP customer,,False
TXN-300684,ORD-200684,CUST-100684,48.0,Female,2023-12-04,2024-11-23 16:00:00,Tanzania,Dar es Salaam,-6.7924,39.2083,Online,Cash,KES,Beauty,PRD-3382,2,1205.01,0.266,1281.07,2024-11-22,,False,4,NONE,False,30,Requested gift wrap,,False
TXN-300070,ORD-200070,CUST-100070,46.0,Male,2025-01-17,2025-12-06 18:00:00,Tanzania,Mwanza,-2.5164,32.9179,Online,Credit Card,KES,Home,PRD-4383,2,3213.11,0.219,1643.41,2025-11-30,2025-12-10,False,4,FLASH20,False,67,Used promo code,10.0,False
TXN-300635,ORD-200635,CUST-100635,64.0,Female,2023-01-13,2023-12-01 09:00:00,Tanzania,Mwanza,-2.5164,32.9179,Online,MPesa,KES,Electronics,PRD-8348,5,5929.81,0.051,283.68,2023-12-03,2023-12-11,True,1,NONE,False,284,No special notes,8.0,False
TXN-300815,ORD-200815,CUST-100815,36.0,Non-binary,2024-05-20,2024-12-14 23:00:00,Kenya,Eldoret,0.52036,35.269779,In-Store,Cash,KES,Home,PRD-6909,4,2146.44,0.327,0.0,2024-12-12,2024-12-18,True,3,NONE,False,58,Customer called support,6.0,False
TXN-300816,ORD-200816,CUST-100816,24.0,Male,2022-06-01,2023-01-24 12:00:00,Kenya,Eldoret,0.52036,35.269779,In-Store,MPesa,KES,Groceries,PRD-9017,2,344.35,0.147,0.0,2023-01-23,2023-01-28,False,4,BUNDLE15,False,6,First-time buyer,5.0,False
TXN-300485,ORD-200485,CUST-100485,27.0,Prefer not to say,2024-09-14,2025-01-01 07:00:00,Kenya,Kisumu,-0.102206,34.761711,In-Store,MPesa,USD,Groceries,PRD-5813,1,1.49,0.055,0.0,2025-01-05,2025-01-15,False,4,LOYAL5,True,2,First-time buyer,10.0,False
TXN-300405,ORD-200405,CUST-100405,47.0,Female,2024-11-26,2024-12-26 05:00:00,Rwanda,Kigali,-1.9441,30.0619,In-Store,MPesa,KES,Groceries,PRD-7373,1,320.57,0.0,910.34,2024-12-29,,False,5,NONE,False,12,Delayed shipment,,False
TXN-300239,ORD-200239,CUST-100239,52.0,Male,2025-08-02,2025-12-12 21:00:00,Kenya,Nairobi,-1.286389,36.817223,In-Store,Cash,USD,Health,PRD-4368,1,5.04,0.178,0.0,2025-12-05,2025-12-08,False,3,LOYAL5,True,5,Customer called support,3.0,False
TXN-300135,ORD-200135,CUST-100135,53.0,Female,2024-03-16,2024-11-02 22:00:00,Rwanda,Kigali,-1.9441,30.0619,Online,MPesa,USD,Clothing,PRD-6974,1,12.22,0.152,1.64,2024-10-25,2024-10-31,False,3,BUNDLE15,False,16,Delayed shipment,6.0,False
TXN-300164,ORD-200164,CUST-100164,57.0,Male,2024-07-03,2025-01-25 03:00:00,Kenya,Mombasa,-4.043477,39.668206,Online,MPesa,KES,Beauty,PRD-4659,2,1020.91,0.208,860.8,2025-02-02,2025-02-07,False,3,NONE,False,25,No special notes,5.0,False
TXN-300028,ORD-200028,CUST-100028,42.0,Female,2024-10-28,2025-04-19 15:00:00,Uganda,Kampala,0.347596,32.58252,Online,MPesa,KES,Electronics,PRD-6368,2,21831.7,0.341,1180.74,2025-04-11,2025-04-16,False,5,NONE,False,300,Bulk purchase,5.0,False
TXN-300457,ORD-200457,CUST-100457,55.0,Male,2025-01-01,2025-01-19 17:00:00,Kenya,Eldoret,0.52036,35.269779,In-Store,Credit Card,KES,Groceries,PRD-9562,1,142.86,0.18,861.75,2025-01-23,2025-02-02,False,5,FLASH20,False,10,Used promo code,10.0,False
TXN-300193,ORD-200193,CUST-100193,32.0,Female,2022-10-03,2023-05-23 09:00:00,Kenya,Nakuru,-0.303099,36.080025,Online,MPesa,KES,Clothing,PRD-6322,4,2857.94,0.097,502.12,2023-06-01,2023-06-05,False,4,WELCOME10,False,108,Bulk purchase,4.0,False
TXN-300367,ORD-200367,CUST-100367,52.0,Male,2025-07-15,2025-12-06 01:00:00,Kenya,Nakuru,-0.303099,36.080025,In-Store,MPesa,KES,Home,PRD-3358,1,2190.29,0.218,0.0,2025-12-02,2025-12-09,True,4,BUNDLE15,False,17,First-time buyer,7.0,False
TXN-300467,ORD-200467,CUST-100467,19.0,Male,2024-06-18,2025-03-29 23:00:00,Uganda,Entebbe,0.0487,32.4435,In-Store,MPesa,KES,Clothing,PRD-3493,1,2348.77,0.095,1104.3,2025-04-03,2025-04-04,False,4,FLASH20,True,32,VIP customer,1.0,False
TXN-300352,ORD-200352,CUST-100352,36.0,Female,2024-04-29,2025-01-31 05:00:00,Kenya,Nakuru,-0.303099,36.080025,In-Store,MPesa,KES,Groceries,PRD-6512,1,228.15,0.33,197.25,2025-02-07,2025-02-14,False,5,NONE,False,4,Requested gift wrap,7.0,False
TXN-300140,ORD-200140,CUST-100140,69.0,Male,2023-01-26,2023-04-22 14:00:00,Ethiopia,Adama,8.5406,39.27,Online,MPesa,KES,Home,PRD-7071,1,2482.45,0.202,1252.87,2023-04-23,2023-04-23,False,4,FLASH20,True,32,Customer called support,0.0,False
TXN-300173,ORD-200173,CUST-100173,65.0,Female,2025-05-08,2025-05-29 19:00:00,Ethiopia,Adama,8.5406,39.27,In-Store,MPesa,KES,Health,PRD-6220,2,732.19,0.058,0.0,2025-05-21,2025-05-25,False,3,BUNDLE15,True,14,Bulk purchase,4.0,False
TXN-300006,ORD-200006,CUST-100006,69.0,Male,2024-06-02,2025-05-13 05:00:00,Rwanda,Butare,-2.598,29.7396,Online,MPesa,KES,Home,PRD-1713,1,1543.14,0.0,473.34,2025-05-21,2025-05-28,False,4,WELCOME10,False,20,Requested gift wrap,7.0,False
TXN-300559,ORD-200559,CUST-100559,41.0,Female,2022-11-21,2023-09-21 21:00:00,Uganda,Entebbe,0.0487,32.4435,Online,Credit Card,KES,Electronics,PRD-1017,1,7479.95,0.415,1497.2,2023-09-25,,False,4,NONE,False,59,Delayed shipment,,False
TXN-300344,ORD-200344,CUST-100344,57.0,Male,2023-05-30,2023-12-08 07:00:00,Kenya,Nakuru,-0.303099,36.080025,Online,Bank Transfer,KES,Groceries,PRD-1178,1,399.72,0.0,243.06,2023-12-07,,False,3,NONE,False,6,Used promo code,,False
TXN-300073,ORD-200073,CUST-100073,36.0,Female,2023-12-26,2024-05-28 07:00:00,Tanzania,Dar es Salaam,-6.7924,39.2083,Online,Cash,KES,Groceries,PRD-5542,1,439.71,0.098,1520.04,2024-06-04,2024-06-08,False,4,NONE,True,19,Bulk purchase,4.0,False
TXN-300595,ORD-200595,CUST-100595,39.0,Male,2022-11-28,2023-03-10 20:00:00,Kenya,Mombasa,-4.043477,39.668206,In-Store,PayPal,KES,Clothing,PRD-1425,1,1963.92,0.078,176.62,2023-03-10,2023-03-19,False,5,FLASH20,False,20,First-time buyer,9.0,False
TXN-300299,ORD-200299,CUST-100299,37.0,Female,2025-04-04,2025-09-26 13:00:00,Kenya,Eldoret,0.52036,35.269779,Online,Cash,KES,Beauty,PRD-9771,2,1193.69,0.245,992.94,2025-09-30,2025-10-06,False,5,WELCOME10,False,28,Requested gift wrap,6.0,False
TXN-300420,ORD-200420,CUST-100420,24.0,Male,2023-09-10,2024-02-03 11:00:00,Kenya,Nakuru,-0.303099,36.080025,In-Store,MPesa,KES,Clothing,PRD-4651,1,2614.76,0.131,0.0,2024-01-31,2024-02-04,False,3,BUNDLE15,False,23,Bulk purchase,4.0,False
TXN-300145,ORD-200145,CUST-100145,36.0,Female,2023-10-06,2024-01-25 01:00:00,Rwanda,Kigali,-1.9441,30.0619,Online,MPesa,KES,Beauty,PRD-5953,1,924.06,0.013,631.2,2024-01-20,2024-01-25,False,5,NONE,False,15,Bulk purchase,5.0,False
TXN-300234,ORD-200234,CUST-100234,35.0,Female,2023-07-11,2024-07-02 02:00:00,Ethiopia,Addis Ababa,8.9806,38.7578,In-Store,MPesa,KES,Groceries,PRD-2921,2,144.22,0.286,0.0,2024-06-30,2024-07-10,False,5,LOYAL5,False,2,VIP customer,10.0,False
TXN-300220,ORD-200220,CUST-100220,38.0,Female,2022-06-29,2023-02-15 12:00:00,Uganda,Entebbe,0.0487,32.4435,Online,MPesa,KES,Groceries,PRD-1101,1,217.72,0.109,756.95,2023-02-07,2023-02-11,False,4,BUNDLE15,False,10,No special notes,4.0,False
TXN-300651,ORD-200651,CUST-100651,69.0,Female,2023-08-25,2024-06-04 10:00:00,Kenya,Nairobi,-1.286389,36.817223,In-Store,MPesa,KES,Home,PRD-4528,3,723.61,0.087,0.0,2024-06-09,2024-06-11,False,4,WELCOME10,False,20,Customer called support,2.0,False
TXN-300359,ORD-200359,CUST-100359,60.0,Male,2024-04-29,2024-05-12 06:00:00,Kenya,Mombasa,-4.043477,39.668206,Online,MPesa,KES,Groceries,PRD-3787,2,273.75,0.174,610.03,2024-05-11,2024-05-12,False,4,NONE,False,11,Used promo code,1.0,False
TXN-300132,ORD-200132,CUST-100132,38.0,Female,2024-03-17,2024-10-05 09:00:00,Uganda,Kampala,0.347596,32.58252,In-Store,MPesa,KES,Groceries,PRD-5661,2,299.93,0.212,0.0,2024-10-10,2024-10-20,False,5,NONE,False,5,First-time buyer,10.0,False
TXN-300422,ORD-200422,CUST-100422,19.0,Female,2024-09-23,2025-08-06 22:00:00,Kenya,Kisumu,-0.102206,34.761711,Online,MPesa,KES,Electronics,PRD-5749,5,18447.1,0.136,655.34,2025-08-05,2025-08-15,False,4,NONE,False,803,VIP customer,10.0,False
TXN-300768,ORD-200768,CUST-100768,57.0,Male,2025-10-29,2025-11-07 19:00:00,Tanzania,Mwanza,-2.5164,32.9179,In-Store,,KES,Electronics,PRD-6383,3,16137.1,0.244,0.0,2025-11-12,,False,4,NONE,False,366,No special notes,,False
TXN-300477,ORD-200477,CUST-100477,26.0,Female,2024-08-11,2025-05-31 06:00:00,Kenya,Eldoret,0.52036,35.269779,Online,MPesa,KES,Electronics,PRD-5577,1,10861.29,0.043,893.73,2025-06-04,2025-06-09,False,4,LOYAL5,False,113,No special notes,5.0,False
TXN-300041,ORD-200041,CUST-100041,40.0,Male,2022-05-12,2023-03-30 01:00:00,Kenya,Mombasa,-4.043477,39.668206,Online,Bank Transfer,KES,Health,PRD-6934,3,622.85,0.085,784.35,2023-04-02,2023-04-07,False,3,FLASH20,False,25,No special notes,5.0,False
TXN-300530,ORD-200530,CUST-100530,43.0,Female,2023-12-07,2024-05-20 06:00:00,Uganda,Kampala,0.347596,32.58252,In-Store,Cash,KES,Home,PRD-1250,2,1781.03,0.038,0.0,2024-05-25,2024-06-01,False,3,NONE,True,34,No special notes,7.0,False
TXN-300108,ORD-200108,CUST-100108,27.0,Male,2024-06-18,2025-06-19 10:00:00,Tanzania,Arusha,-3.3869,36.6829,In-Store,MPesa,KES,Groceries,PRD-7256,2,323.48,0.152,0.0,2025-06-10,2025-06-19,False,3,BUNDLE15,False,5,Used promo code,9.0,False
TXN-300786,ORD-200786,CUST-100786,36.0,Female,2023-11-29,2024-03-02 00:00:00,Kenya,Nairobi,-1.286389,36.817223,Online,Credit Card,KES,Clothing,PRD-4774,1,1544.82,0.135,594.67,2024-02-24,2024-02-25,False,4,FLASH20,False,19,No special notes,1.0,False
TXN-300056,ORD-200056,CUST-100056,69.0,Male,2023-06-24,2023-09-29 18:00:00,Ethiopia,Adama,8.5406,39.27,In-Store,MPesa,USD,Health,PRD-9730,1,7.67,0.28,0.0,2023-09-27,2023-10-07,False,4,NONE,False,7,Requested gift wrap,10.0,False
TXN-300630,ORD-200630,CUST-100630,41.0,Male,2022-11-16,2023-08-22 18:00:00,Kenya,Kisumu,-0.102206,34.761711,Online,Bank Transfer,KES,Electronics,PRD-7230,2,15247.38,0.283,308.01,2023-08-27,,False,4,NONE,False,222,First-time buyer,,False
TXN-300436,ORD-200436,CUST-100436,34.0,Male,2025-04-10,2025-11-05 03:00:00,Kenya,Kisumu,-0.102206,34.761711,Online,Credit Card,KES,Electronics,PRD-1520,1,19517.54,0.29,1368.12,2025-10-29,2025-11-04,False,5,BUNDLE15,False,152,No special notes,6.0,False
TXN-300713,ORD-200713,CUST-100713,49.0,Male,2025-02-19,2025-04-28 06:00:00,Tanzania,Dar es Salaam,-6.7924,39.2083,Online,MPesa,KES,Health,PRD-9525,3,560.81,0.172,422.7,2025-04-26,2025-05-06,False,3,NONE,False,18,Requested gift wrap,10.0,False
TXN-300024,ORD-200024,CUST-100024,,Female,2024-09-10,2025-08-09 04:00:00,Ethiopia,Addis Ababa,8.9806,38.7578,Online,MPesa,KES,Electronics,PRD-1328,2,14198.38,0.272,663.12,2025-08-15,2025-08-22,False,4,NONE,False,213,Delayed shipment,7.0,False
TXN-300449,ORD-200449,CUST-100449,24.0,Male,2023-04-20,2024-03-16 19:00:00,Ethiopia,Addis Ababa,8.9806,38.7578,Online,MPesa,KES,Electronics,PRD-8708,2,5141.16,0.185,1738.47,2024-03-20,2024-03-20,False,5,WELCOME10,False,101,Requested gift wrap,0.0,False
TXN-300396,ORD-200396,CUST-100396,67.0,Female,2022-12-06,2023-04-13 10:00:00,Kenya,Nakuru,-0.303099,36.080025,Online,Bank Transfer,KES,Electronics,PRD-2358,4,9581.88,0.371,1302.29,2023-04-06,2023-04-15,True,2,FLASH20,False,254,Delayed shipment,9.0,False
TXN-300780,ORD-200780,CUST-100780,37.0,Male,2024-01-03,2024-07-27 10:00:00,Uganda,Gulu,2.7746,32.2989,Online,MPesa,KES,Groceries,PRD-7286,2,375.15,0.137,1683.57,2024-08-01,2024-08-02,False,5,NONE,False,23,VIP customer,1.0,False
TXN-300051,ORD-200051,CUST-100051,28.0,Female,2023-12-11,2024-01-29 19:00:00,Tanzania,Mwanza,-2.5164,32.9179,Online,MPesa,KES,Home,PRD-4185,5,733.54,0.039,1215.94,2024-02-06,2024-02-12,False,4,NONE,False,47,Bulk purchase,6.0,False
